	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
arsC	arsC	0.978412244036641	93.0	0.0113333333333339	0.0811028540441562	31.5	0.004626666666667342	0.19856940478965698	25	0.033774924559857936
liuE	liuE	0.9787740571781759	91.0	0.011000000000001002	0.0009746283317440599	3937.0	-0.38555999999999946	0.34644408880318145	25	1.1446580063465606
fppA	fppA	0.9797748156633809	89.5	0.0110000000000001	0.00302130068641825	1736.0	0.1346533333333338	0.20586085016250605	25	-0.6006646394189185
xylL	xylL	0.975801420146538	89.5	0.0110000000000001	0.21536289788739604	135.5	0.0238000000000003	0.1481056617318766	25	-0.08642478518594858
cyaA	cyaA	0.9787740571781759	88.0	0.0109999999999992	0.116560157728389	317.5	-0.04494666666666609	0.18421642565602409	25	0.30370075017702836
ilvA1	ilvA1	0.9770112884774609	87.0	0.0109999999999983	0.000698917717874791	3664.0	-0.3361199999999995	0.2766517880872126	25	1.2547180786359875
eraR	eraR	0.9793609022455749	85.5	0.0106666666666682	0.00041570134116329	3844.0	0.36094666666666747	0.21321771346052212	25	-1.6428278603825035
PA1370	PA1370	0.9797748156633809	83.0	0.0106666666666664	0.0009940035729674788	3583.0	-0.3463066666666663	0.3024939228039682	25	1.1801008430991522
sppC	sppC	0.9797748156633809	83.0	0.0106666666666664	0.00980850238455558	2269.0	0.15601333333333367	0.22581876705791226	25	-0.6436429910601382
PA4860	PA4860	0.977423139316586	83.0	0.0106666666666664	0.0017366038563132401	3130.0	0.270413333333334	0.17139464099837814	25	-1.5154888458217637
PA4592	PA4592	0.9797748156633809	79.5	0.0100000000000016	0.00870544748805985	1731.5	-0.15990666666666584	0.20576300012932883	25	0.8257396449306993
PA0182	PA0182	0.9797748156633809	77.5	0.00999999999999979	0.0038081859604151202	1634.5	0.1531866666666672	0.2833981311525196	25	-0.5052491563171495
PA0736	PA0736	0.9797748156633809	77.5	0.00999999999999979	0.00025557067015055803	3050.0	-0.28555999999999937	0.18933914603753357	25	1.561008413661108
nmoA	nmoA	0.977458965140438	75.0	0.009666666666668709	0.0028592371348029697	2228.5	0.2658666666666675	0.3389999180596428	25	-0.7557523950637757
PA2161	PA2161	0.9797748156633809	71.5	0.00933333333333408	0.00013882345765952299	4775.0	0.5418933333333342	0.2848938840782395	25	-1.8693275979688804
PA2778	PA2778	0.9797748156633809	71.5	0.00933333333333408	0.00015345063062551499	4960.0	0.718746666666667	0.4356626846710815	25	-1.6283545924272327
PA0617	PA0617	0.982491978371431	69.0	0.009333333333332309	0.00232012314094375	2225.0	-0.1852666666666659	0.5839830667255872	25	0.3332288401633407
PA4294	PA4294	0.9830073564791959	64.5	0.0086666666666666	5.5185064657807606e-05	4975.0	0.758386666666667	0.45667533122355974	25	-1.6416914791330917
PA3091	PA3091	0.9815639328527729	64.5	0.0086666666666666	0.000138686900550876	3780.0	0.40424000000000065	0.32435191108150146	25	-1.2195807079241672
PA4346	PA4346	0.9830073564791959	63.0	0.00866666666666482	0.00642082507136738	1906.0	0.12169333333333375	0.16778943815257116	25	-0.6736220581649104
PA3137	PA3137	0.981220087258535	62.0	0.00833333333333552	0.0016252847957287	2236.0	0.23606666666666715	0.18222793012740496	25	-1.2497169515897562
PA1169	PA1169	0.9816290771415649	60.5	0.008333333333334641	0.0123560754185779	1669.0	-0.15869333333333333	0.2652578221697188	25	0.6296766870075559
PA1023	PA1023	0.984197434726935	60.5	0.008333333333334641	0.0103330809291722	173.5	0.034960000000000484	0.29693317180557427	25	-0.08967225354026943
potA	potA	0.9797748156633809	57.0	0.0080000000000009	0.0016326915658529302	2491.5	0.22272000000000067	0.19980633401148995	25	-1.0746406066769245
PA5477	PA5477	0.982491978371431	55.0	0.00766666666666893	0.000303257654618202	3318.5	0.28656000000000087	0.17569498822928586	25	-1.5873721620867747
PA3238	PA3238	0.9830073564791959	54.0	0.007666666666668041	0.24286861718793398	408.0	0.0017333333333338352	0.20456942134187153	25	0.029004008978539175
ercS.	ercS.	0.986478479408713	52.0	0.0073333333333343	0.000750984398491654	3318.5	0.3443066666666673	0.2079266679847954	25	-1.620635470184008
PA1142	PA1142	0.9843576015132671	51.0	0.00700000000000145	0.0157790697143074	783.0	0.045413333333333965	0.15313472282057197	25	-0.2508466572819114
PA3054	PA3054	0.9834747176210201	50.0	0.0070000000000005605	0.00048271034257954407	3758.0	-0.37616	0.2524406076097312	25	1.5178223647455298
PA4100	PA4100	0.987658186016787	46.0	0.00600000000000023	0.00419738936752601	2555.0	0.21970666666666713	0.25753653678221583	25	-0.8298110603521341
cdhC	cdhC	0.9882082236558509	43.0	0.0056666666666656	0.00108013573896911	2749.0	0.273426666666667	0.18916863728782654	25	-1.4154566202884646
PA0181	PA0181	0.987855445639307	41.5	0.005333333333334521	0.00996838545811906	1531.0	-0.12169333333333278	0.20540808343573178	25	0.6184112355364607
PA0733	PA0733	0.9882082236558509	41.5	0.005333333333334521	0.0483541563570851	677.0	-0.020506666666666003	0.2538442603615821	25	0.10179469869908968
pslE	pslE	0.9929937081940571	32.0	0.00366666666666937	0.000174326561876804	4925.0	-0.5793599999999994	0.4254394995504977	25	1.37041028696835
moaB1	moaB1	0.9927033192337241	31.0	0.00366666666666848	0.0267325606249787	738.5	0.07468000000000048	0.3286169598427574	25	-0.21609759084653374
PA2309	PA2309	0.9911660157543429	29.0	0.0036666666666649297	0.0429590377998265	233.0	-0.08679999999999943	0.6093483465206151	25	0.14846461335823738
PA2650	PA2650	0.9930227138655029	28.0	0.00333333333333563	0.00607747354550158	1835.0	-0.20398666666666596	0.2037215210726351	25	1.017663715195232
PA0150	PA0150	0.9950041657779101	23.0	0.0026666666666672603	0.000326396460593525	3384.5	0.25713333333333455	0.32754158627682795	25	-0.7768988040852925
PA0587	PA0587	0.9953277052530329	21.0	0.00233333333333352	0.000220562435949183	4793.0	0.6431866666666671	0.7698744611467023	25	-0.8324127707507065
PA0639	PA0639	0.996558512063797	14.5	0.0016666666666687	0.0007532597376106309	4904.5	-0.5156399999999998	0.5769243717687274	25	0.8966628764195146
PA0493	PA0493	0.9967816422451881	14.5	0.0016666666666687	0.00160038347865658	1939.5	0.0930000000000006	0.3517899731163257	25	-0.2596246064782832
PA2768	PA2768	0.9974660419923359	11.5	0.00133333333333496	0.00455154982094368	2379.0	0.20501333333333377	0.146642658388544	25	-1.3889546346079515
PA5027	PA5027	0.9984523638224471	8.0	0.00066666666666837	0.00167095882759574	3958.5	-0.38297333333333294	0.4585637796424834	25	0.8366120854532035
PA4328	PA4328	0.9984523638224471	5.5	0.000666666666665705	0.0118100985359902	2348.0	-0.18986666666666668	0.36031606495779056	25	0.5287949993449571
PA2220	PA2220	0.9984523638224471	5.5	0.000666666666665705	0.0197777514271631	803.0	-0.11418666666666642	0.290391802378939	25	0.3955116239247599
exaA	exaA	0.9991335234567621	3.0	0.00033333333333374104	0.000956070477572958	4237.0	0.41469333333333386	0.3622527882468161	25	-1.1438421274971151
PA0929	PA0929	0.999999999999997	1.0	8.88178419700125e-16	0.00139956679734818	2224.0	0.17996000000000048	0.3162873359603396	25	-0.5689763058441436
braC	braC	0.9990503139101541	2.0	-0.00033333333333196403	0.000788871782670774	3958.5	-0.35003999999999924	0.4477579674415721	25	0.7810171836022113
PA4779	PA4779	0.9984523638224471	4.0	-0.000666666666663929	0.0806085558101043	226.0	0.02265333333333359	0.13994444929645772	25	-0.16663754880764534
PA0824	PA0824	0.9984523638224471	7.0	-0.0006666666666665929	0.022698516433604998	746.0	0.05228000000000046	0.19121658943217792	25	-0.2768936880628056
PA1168	PA1168	0.9982668389203351	9.0	-0.000999999999999446	0.0199156064678696	1817.5	-0.23985333333333345	0.513262071893535	25	0.4653633034916301
PA5566	PA5566	0.9982668389203351	10.0	-0.00100000000000033	0.00075754903935059	3964.0	0.35628000000000043	0.20847347908422645	25	-1.7137911333827467
PA2675	PA2675	0.9975398270469041	11.5	-0.00133333333333496	0.0010015066987736	3051.5	0.2673066666666675	0.18314909732742876	25	-1.4667830959588926
pctC	pctC	0.997031633757028	13.0	-0.00166666666666693	0.0006487028764628309	2949.0	-0.1609599999999995	0.3799823743475676	25	0.4192124269101701
PA3893	PA3893	0.996558512063797	16.5	-0.00199999999999978	0.0625911907919837	35.5	-0.018773333333332885	0.2594440230784113	25	0.0646510685978059
PA2171	PA2171	0.9963506077913851	16.5	-0.00199999999999978	7.53238578437742e-05	5125.0	0.8107866666666669	0.4236856679015534	25	-1.9183718691554228
PA0641	PA0641	0.995593323559502	18.0	-0.00200000000000067	0.00042330232275191603	4411.0	-0.49273333333333313	0.5191365694860823	25	0.9452875450849715
PA3206	PA3206	0.9950041657779101	19.5	-0.00233333333333263	0.0006157650812756099	3255.5	0.290853333333334	0.16391399280426633	25	-1.7886616124150423
exbD1	exbD1	0.9963841546863241	19.5	-0.00233333333333263	0.016518397701095	1421.5	0.017533333333333997	0.5086578927450665	25	-0.03905703017690826
fiuA	fiuA	0.9950041657779101	22.0	-0.0026666666666646	0.0930945886779664	736.0	-0.06678666666666593	0.19840910970722817	25	0.32317064521188865
gpuA	gpuA	0.993724344490517	24.0	-0.0029999999999992303	0.0506906465393253	1264.5	0.0975866666666671	0.16691077345784508	25	-0.6026373527774135
PA0029	PA0029	0.9929937081940571	25.5	-0.00333333333333208	0.0191722382849559	2167.0	0.15598666666666708	0.3522939308357493	25	-0.45223600537779135
PA1744	PA1744	0.993834735376333	25.5	-0.00333333333333208	0.00024003461938725698	3921.0	0.3606800000000003	0.2838794488537015	25	-1.2822813867055527
PA1961	PA1961	0.9927033192337241	27.0	-0.00333333333333297	0.0213950390587922	1474.5	0.11364000000000035	0.10307188789419766	25	-1.1348713574879443
PA4059	PA4059	0.9911660157543429	30.0	-0.0036666666666658205	0.00236663987198918	659.0	0.11305333333333348	0.26960033314079945	25	-0.432937150485797
PA1513	PA1513	0.9930227138655029	33.5	-0.00400000000000134	0.00434633510541673	634.0	-0.0633999999999996	0.24084013831216353	25	0.24663662965932737
PA1229	PA1229	0.9925988257392041	33.5	-0.00400000000000134	0.0038266145910457704	3251.5	0.2828933333333337	0.23410825131407373	25	-1.225472966984176
alc	alc	0.990783458229039	35.0	-0.00433333333332975	0.00586241206546259	626.0	0.028173333333334084	0.30590202256181215	25	-0.10626496155348357
PA1322	PA1322	0.990047675467182	36.5	-0.00433333333333241	0.00448117601305039	1847.0	0.10973333333333392	0.21773597246138227	25	-0.5238760751253321
opdE	opdE	0.990389667263481	36.5	-0.00433333333333241	0.0376981570344954	628.5	-0.11198666666666644	0.26545301041943553	25	0.4055457241311136
PA2734	PA2734	0.989118124357991	38.0	-0.00466666666666793	0.00030917537279069905	4346.0	-0.37650666666666643	0.6057011098259969	25	0.6139001464052444
PA4834	PA4834	0.990772204304076	39.0	-0.00533333333333186	0.0022841429183485602	1563.5	0.09718666666666718	0.3377889172139792	25	-0.30350314878760715
hpaA	hpaA	0.9886695795586858	40.0	-0.00533333333333363	0.007596183247308659	1920.0	0.15190666666666738	0.1686614931134528	25	-0.9322815605233085
PA4532	PA4532	0.9886695795586858	44.0	-0.0056666666666673705	0.0118737329490413	940.5	0.07173333333333388	0.1579208369428833	25	-0.4901189830192911
waaL	waaL	0.98643493302605	45.0	-0.00599999999999934	0.000125270819167285	3972.5	-0.46315999999999946	0.29838154669383804	25	1.5321322818568293
PA1108	PA1108	0.984197434726935	47.0	-0.006666666666666821	0.0189466443585863	2515.0	0.27161333333333376	0.19759518756323013	25	-1.4083338943209407
minC	minC	0.9830073564791959	48.0	-0.0069999999999979	0.0029847941140468803	2559.0	-0.25002666666666595	0.30161893299449993	25	0.8057407545802162
fadH2	fadH2	0.9830073564791959	49.0	-0.0069999999999996705	0.0023211897566660197	3048.5	0.21597333333333377	0.1573319185435447	25	-1.4172161338744573
PA1943	PA1943	0.982491978371431	53.0	-0.00766666666666538	0.025055656095878	670.5	0.022693333333333943	0.2222521074349108	25	-0.13660162934063794
PA4926	PA4926	0.9834747176210201	56.0	-0.008000000000000009	0.0009663481578602961	3103.5	0.26745333333333376	0.12493760961494471	25	-2.204727096846783
oprF	oprF	0.9797748156633809	58.0	-0.00833333333333108	0.00124303345068822	2997.5	-0.3089866666666655	0.3578809739026112	25	0.8400930903221195
gshB	gshB	0.9830073564791959	59.0	-0.00833333333333375	0.0210591401301645	2389.0	-0.21366666666666612	0.1870487904264559	25	1.0977527994978702
PA2148	PA2148	0.981220087258535	66.0	-0.00866666666666749	3.63346832996974e-05	5117.0	0.709106666666667	0.3211643706312437	25	-2.234909594493816
fda	fda	0.9787740571781759	67.0	-0.00899999999999324	0.00821354035128722	3434.0	-0.31390666666666583	0.2695509042834026	25	1.1311654378502747
PA2103	PA2103	0.979881104869817	68.0	-0.009000000000000341	0.0129293421312014	2209.0	-0.20533333333333278	0.38984551783722987	25	0.5036182907079272
PA2164	PA2164	0.9797748156633809	70.0	-0.00933333333333319	0.00014876738070638	4341.0	0.4748400000000007	0.3007766508619037	25	-1.6097437482128012
bauC	bauC	0.9793968811335029	73.0	-0.00966666666666605	0.0054138270072721	2246.0	-0.2580399999999998	0.33434279536848804	25	0.7428703018995667
apt	apt	0.9797748156633809	74.0	-0.00966666666666782	0.000328625294218604	3522.0	-0.36801333333333297	0.20959258274266487	25	1.7097297145607422
kdpB	kdpB	0.9797748156633809	76.0	-0.0099999999999989	0.0012938734652419997	2347.0	0.26446666666666735	0.28216924262130555	25	-0.9727022836256579
acsA	acsA	0.9797748156633809	79.5	-0.0100000000000016	0.0865870724252629	1082.5	0.19272000000000053	0.5126106717000158	25	-0.39546582073233855
PA2166	PA2166	0.9797748156633809	81.0	-0.0103333333333335	6.50662140227134e-05	5491.0	1.115453333333334	0.5022425531774684	25	-2.241519878282533
PA4803	PA4803	0.9777320310816601	85.5	-0.0106666666666682	0.01186246692061	1445.0	0.1407066666666674	0.22456145162417238	25	-0.674084230568099
PA3004	PA3004	0.974434754147823	93.0	-0.0113333333333339	0.000909395254313624	3174.5	-0.28303999999999985	0.29023806192950036	25	0.9361510508317281
PA3772	PA3772	0.974434754147823	93.0	-0.0113333333333339	0.000423587890278646	4077.5	0.37277333333333373	0.17337418642496472	25	-2.2154778320064774
PA3766	PA3766	0.974349381979301	95.0	-0.0116666666666658	0.00266570705446031	2120.5	0.21461333333333366	0.3361697333634156	25	-0.6731123523109677
PA2292	PA2292	0.9757849662326621	96.5	-0.0116666666666667	0.00284099252308239	3333.5	0.30886666666666757	0.32150413279988727	25	-0.9969804448294379
fabA	fabA	0.9747041628824019	96.5	-0.0116666666666667	0.000877634396055391	5265.0	-0.8058933333333325	0.4152627650946739	25	1.9125882054115628
PA4513	PA4513	0.976356538275438	99.0	-0.0116666666666685	0.048457299773275994	124.0	-0.03926666666666656	0.21788973171121462	25	0.12666957631843975
PA0202	PA0202	0.974739637804673	100.0	-0.0120000000000013	0.0875553861665401	1233.5	-0.09245333333333264	0.16861082408908326	25	0.47715402476667157
PA1331	PA1331	0.973294206684871	102.5	-0.0126666666666679	0.0053390421217485605	1693.0	0.07208000000000063	0.20619624507124615	25	-0.4110000482180767
PA1186	PA1186	0.9787740571781759	104.0	-0.012999999999998998	0.0383561004904332	1583.0	0.12796000000000063	0.16844559842759216	25	-0.8368280401259197
thiG	thiG	0.971888880704422	108.0	-0.0130000000000017	0.000361147089689768	3513.0	-0.2950666666666663	0.2824402263868972	25	0.9986773848576341
argH	argH	0.974434754147823	109.5	-0.0133333333333319	0.00323127269147893	2748.0	-0.21669333333333246	0.25269691478279044	25	0.8047585391962613
PA2030	PA2030	0.971888880704422	109.5	-0.0133333333333319	0.0008883231612625449	3372.0	0.35929333333333363	0.5055536964556782	25	-0.7370664467079684
creC	creC	0.973972365677282	112.5	-0.0136666666666665	0.0123966908120982	1457.0	-0.10334666666666656	0.16675504545645764	25	0.5377948220668197
PA0758	PA0758	0.969520323610769	114.5	-0.0140000000000002	0.000538447334417118	3669.0	-0.36410666666666613	0.28306056674225144	25	1.2368613215752697
PA4992	PA4992	0.969520323610769	114.5	-0.0140000000000002	0.00115830617374232	2163.5	-0.2303999999999994	0.1667209911465526	25	1.2979769284707365
PA2355	PA2355	0.9702220749450869	116.5	-0.0140000000000011	0.0037589772065663705	2728.0	0.1849200000000005	0.3941492746926485	25	-0.5046818877317898
bfiS	bfiS	0.974434754147823	120.5	-0.014333333333334001	0.00203359069322689	3266.5	0.4096400000000008	0.4671160031195357	25	-0.9076403516512349
tatB	tatB	0.971888880704422	122.0	-0.0146666666666651	0.000950134315035561	4447.0	-0.6303466666666665	0.4650289365747607	25	1.3239606217515913
PA1194	PA1194	0.97208542419361	124.0	-0.0146666666666686	0.00011561773750063501	4643.0	0.5353600000000006	0.30765935226649155	25	-1.7877781468844849
PA2199	PA2199	0.965871674814626	126.0	-0.0153333333333299	0.00401483420776368	1317.0	-0.10111999999999949	0.35822256530863095	25	0.23947867882850724
PA2095	PA2095	0.96717771479425	132.0	-0.016	0.000419783736236037	3394.5	0.34682666666666717	0.3047771365489271	25	-1.19046550136618
PA2790	PA2790	0.9664596264144599	133.0	-0.016333333333332	0.00620749911713425	758.5	0.019813333333333547	0.25723609417837945	25	-0.14051941964878292
PA4631	PA4631	0.962872697114035	140.0	-0.0169999999999995	0.0111966434066841	1578.5	-0.13061333333333267	0.09991717310593533	25	1.1370751373527825
PA0647	PA0647	0.967876478548788	141.5	-0.0170000000000003	0.0037123658552073203	2799.5	-0.3050133333333328	0.5468492875860155	25	0.5266777151794864
icd	icd	0.97208542419361	145.5	-0.0173333333333332	0.0316775740331693	2902.0	-0.2035733333333319	0.40440797515673493	25	0.46052504263255034
lhpP	lhpP	0.9642424795440211	145.5	-0.0173333333333332	0.000356101194738748	3730.0	0.3937600000000006	0.24149132566278744	25	-1.7023109720610605
PA3375	PA3375	0.971685208713149	149.0	-0.0176666666666652	0.0009648526599488949	3286.5	0.31946666666666756	0.20813010087175965	25	-1.61982016018461
PA3090	PA3090	0.9661253770971621	151.0	-0.0179999999999998	0.0009851677335834062	3079.0	0.30358666666666756	0.19596317870306015	25	-1.641056594381756
xcpZ	xcpZ	0.9707609346285241	152.0	-0.0180000000000016	0.022356691185753997	831.5	-0.08675999999999987	0.18519298042852428	25	0.3712883708707111
PA0776	PA0776	0.965871674814626	153.0	-0.0183333333333326	5.19522519949315e-05	5007.0	0.5891733333333337	0.2903574763529843	25	-2.092271479616138
PA0321	PA0321	0.9661253770971621	154.5	-0.0183333333333335	0.0501323269143757	1615.0	0.14982666666666744	0.14157101738337174	25	-1.187813742587063
purK	purK	0.96717771479425	156.0	-0.0183333333333344	0.00394159380568917	2997.5	-0.2456266666666663	0.367946243557599	25	0.6177351646144772
PA1623	PA1623	0.9642454284453641	159.5	-0.0189999999999992	0.0212948798860977	1907.5	-0.1754266666666659	0.2778779628222113	25	0.5629329691277095
PA5219	PA5219	0.9661253770971621	162.5	-0.0193333333333339	0.00610333338013051	2099.0	0.17818666666666694	0.24796693850711776	25	-0.7965578039926122
PA4130	PA4130	0.967603205462095	165.0	-0.0196666666666649	0.00034963964986856803	5351.0	-0.8558133333333332	0.8482158021618306	25	0.985771149907368
PA2822	PA2822	0.95797683344028	166.0	-0.0199999999999987	0.000375261695417144	3320.0	-0.262973333333333	0.1734837200175025	25	1.4005540883537724
PA1531	PA1531	0.95797683344028	167.5	-0.0199999999999996	0.0644417788567965	654.5	-0.06146666666666656	0.14129044815818437	25	0.29348527948784037
hcp3	hcp3	0.964519982140665	172.0	-0.0203333333333333	0.000151438226885061	4697.0	0.5036799999999999	0.5137941787799345	25	-1.0198895880402252
phoQ	phoQ	0.9660304960407071	172.0	-0.0203333333333333	0.00494398821034825	2419.5	-0.03201333333333278	0.5266231740128867	25	0.022179046757470774
PA4927	PA4927	0.9597291366763661	172.0	-0.0203333333333333	0.0351431329304909	1167.0	0.09084000000000009	0.11636712021299982	25	-0.955367230278109
PA0556	PA0556	0.9597291366763661	175.0	-0.0206666666666662	0.00236264833161258	2255.0	-0.145106666666666	0.20573044482022113	25	0.6048691534631274
wbpG	wbpG	0.95797683344028	177.0	-0.0206666666666679	0.000471952944647492	4711.0	-0.600333333333333	0.6948784199545408	25	0.8341986886059681
PA1137	PA1137	0.955223424558835	179.0	-0.020999999999999	0.000503272720010995	3795.0	0.3149466666666668	0.22826742114361276	25	-1.4717241075558807
PA3128	PA3128	0.962872697114035	179.0	-0.020999999999999	0.0507221633266892	691.5	0.045746666666667206	0.18987547771378213	25	-0.35152863060747624
PA0625	PA0625	0.9539097435414979	179.0	-0.020999999999999	0.00247796252160577	2775.0	-0.3128399999999996	0.4956990959278659	25	0.5887442652154224
PA0640	PA0640	0.9542594139727679	181.0	-0.0209999999999999	0.00123884670291214	3625.5	-0.3291599999999999	0.4568070558740275	25	0.6745955344546615
PA4788	PA4788	0.9597291366763661	184.0	-0.0213333333333319	0.000148488824360002	3648.0	0.38313333333333405	0.20241976005138254	25	-1.9981580185847247
phnC	phnC	0.9621495613919758	185.0	-0.0213333333333328	0.000321019354986505	3877.0	0.3711600000000004	0.25679075499684956	25	-1.528455856357245
gbuR	gbuR	0.9597291366763661	187.0	-0.0216666666666665	0.000777762192437429	3158.0	0.27006666666666723	0.22951805383681015	25	-1.2710692185494015
PA3390	PA3390	0.951392468775163	188.0	-0.0216666666666674	0.000991633266490895	2382.0	0.20637333333333366	0.1776556782092821	25	-1.28360659393822
vanB	vanB	0.957547954939889	189.0	-0.0220000000000002	0.0026937689826323397	2553.0	0.19457333333333388	0.1882267525363236	25	-1.150598044194277
PA1034	PA1034	0.9573901826039649	190.5	-0.0223333333333322	0.0722679711099053	219.0	0.02861333333333346	0.1797623863758926	25	-0.2834111612210883
PA3208	PA3208	0.9597291366763661	192.0	-0.0223333333333331	0.00286990032205342	1547.5	0.17782666666666713	0.3005886527268588	25	-0.6658934001140859
PA5209	PA5209	0.957547954939889	193.5	-0.022333333333334	0.0428495425530626	390.0	-0.03662666666666632	0.1871722399486827	25	0.07636460052650514
PA4979	PA4979	0.9563699922626141	196.0	-0.0229999999999979	0.00113680470248926	3405.5	0.29350666666666714	0.17076137020870813	25	-1.8535027347216995
PA4438	PA4438	0.9530319021971909	200.0	-0.0230000000000015	0.0189455954751534	1840.0	-0.12227999999999963	0.2650630546925822	25	0.37455238760129056
PA1939	PA1939	0.946891970765114	201.0	-0.0233333333333334	0.000515803956660683	4912.0	-0.5161999999999993	0.5903585382661137	25	0.834859893979374
PA0786	PA0786	0.9527718240700659	202.0	-0.0236666666666645	0.000981752703262277	2874.0	0.2539866666666668	0.14673232368777783	25	-1.8922438243677773
PA3758	PA3758	0.95797683344028	203.0	-0.0236666666666663	0.0181942411316412	345.5	-0.00930666666666633	0.20584727618093746	25	-0.06976045671538394
PA3589	PA3589	0.9539514305969691	204.0	-0.0240000000000009	0.00253688031925016	2724.0	0.20693333333333377	0.17343511968670206	25	-1.331525781805317
PA0820	PA0820	0.961949086507987	205.5	-0.0243333333333329	0.000333100372847817	4573.0	-0.5567733333333326	0.49247254783426303	25	1.0811567108491646
PA4836	PA4836	0.944780035855283	207.0	-0.0246666666666657	0.00755045745782959	96.5	-0.12105333333333307	0.40391435056530534	25	0.23863144880038983
PA3818	PA3818	0.945437336225982	209.0	-0.0246666666666702	0.0441475029128766	2964.5	0.16258666666666768	0.26970196651255773	25	-0.6942972487544657
eftM	eftM	0.962872697114035	211.5	-0.0250000000000012	0.00679318302393639	2635.0	0.20657333333333347	0.18460873339158268	25	-1.2544007484311863
PA2221	PA2221	0.9475535760530609	211.5	-0.0250000000000012	0.127545736868845	246.0	-0.05735999999999973	0.21880428257708803	25	0.14789472865366615
PA1508	PA1508	0.946491705506623	215.5	-0.0253333333333332	0.0110569620968526	342.0	-0.032879999999999215	0.24621990096178217	25	0.030650108448534365
pslN	pslN	0.9597291366763661	215.5	-0.0253333333333332	0.000178827544657036	4162.0	0.4379866666666669	0.2332579536971097	25	-1.9862988277845857
PA0980	PA0980	0.9436528726051341	218.0	-0.0256666666666661	0.0034768253965398	892.0	-0.05578666666666627	0.5241947517648173	25	0.0574595603992496
PA3513	PA3513	0.943426252813047	219.5	-0.0256666666666669	0.10747909411574799	466.0	-0.016733333333333177	0.1673996382579391	25	-0.05336530846959611
PA1870	PA1870	0.9540499583697609	219.5	-0.0256666666666669	7.504679746809008e-05	4836.0	0.6551466666666671	0.45600838686244405	25	-1.4929842365787516
PA1284	PA1284	0.9527718240700659	225.0	-0.0263333333333318	0.0024268135258014	2868.0	0.263493333333334	0.15129239901594538	25	-1.9156723573146575
PA2108	PA2108	0.939842769423946	229.0	-0.0270000000000001	0.0198723534731104	1728.0	0.1706266666666669	0.1398351979745895	25	-1.413282703705109
PA2325	PA2325	0.941356786130228	236.0	-0.027333333333332994	0.0285755189179939	994.0	0.08794666666666734	0.40734967324928106	25	-0.28300010426043415
PA4841	PA4841	0.9425910115405749	238.5	-0.0273333333333339	0.0009287790927958449	2015.0	-0.11998666666666623	0.2369172280839091	25	0.39107891850109455
PA0146	PA0146	0.940398268217415	238.5	-0.0273333333333339	0.00404979079931071	3080.5	0.26801333333333427	0.19332194602479824	25	-1.5277451564075542
pmbA	pmbA	0.9494445621913541	243.0	-0.0276666666666658	0.0081490993033	2205.5	0.18713333333333423	0.19721838806914666	25	-1.0891479344445767
PA3559	PA3559	0.943004449680398	244.0	-0.0276666666666667	0.00425781568143999	1575.0	-0.07623999999999935	0.4430740524177936	25	0.1096280250858174
femR	femR	0.942895731735772	246.0	-0.0280000000000014	0.0348859816590119	155.0	-0.06473333333333292	0.3638014059386834	25	0.10097083940220591
stk1	stk1	0.942895731735772	249.0	-0.0283333333333307	0.034943055783129	1138.0	-0.13777333333333286	0.21809074139330514	25	0.5018094729782129
exbD2	exbD2	0.9380815816459571	250.0	-0.0283333333333333	0.00122027930125876	2738.5	0.21286666666666726	0.27396250419300705	25	-0.8804124517349088
PA4887	PA4887	0.9426102098691159	252.0	-0.028333333333336003	0.0052057198209978	2392.5	0.15966666666666762	0.23061309188367474	25	-0.8152182448290235
PA3473	PA3473	0.936204425602228	253.0	-0.0286666666666662	0.000504240336908072	3178.5	0.31005333333333396	0.2622527880019861	25	-1.2915782614956792
acnA	acnA	0.9457415451083979	254.0	-0.0286666666666671	0.00029876893567664905	3325.0	0.35988000000000137	0.47279354863368217	25	-0.8218104239990641
ubiX	ubiX	0.94982195169265	257.0	-0.0293333333333319	0.0175165500702889	445.0	-0.04727999999999979	0.2202953547702116	25	0.08146638718455013
sppB	sppB	0.9369357769096128	260.5	-0.0293333333333345	0.00511417161251982	2207.5	0.2052133333333332	0.13091108376242172	25	-1.7916486513267622
PA0561	PA0561	0.9369357769096128	270.0	-0.030333333333334	0.00235868645038635	2503.0	-0.2615733333333327	0.2008570645269177	25	1.151266451815586
PA5102	PA5102	0.933897457297115	270.0	-0.030333333333334	0.01259269784672	2364.0	0.15488000000000018	0.21607457303234745	25	-0.8571732005949946
dadX	dadX	0.93541125650151	277.0	-0.0313333333333317	0.00258294001810391	3507.0	-0.4863200000000002	0.5211003624809516	25	0.8731267514389806
PA1458	PA1458	0.94011895248372	280.0	-0.0316666666666663	0.00673554377754714	866.5	0.09877333333333395	0.2535433106401555	25	-0.5144683157708264
PA2050	PA2050	0.942895731735772	282.0	-0.0319999999999991	0.0195884780652618	258.0	-0.02833333333333331	0.2765782154459373	25	-0.013257250433675281
dsdA	dsdA	0.9264720430203159	283.5	-0.032	0.00382038101610265	2812.0	-0.19375999999999952	0.3659475336812745	25	0.44203057846233756
lhpB	lhpB	0.942895731735772	290.5	-0.0329999999999977	0.0316970812435489	1737.0	0.11189333333333369	0.22789879007690791	25	-0.6357793004712088
